ID Messaggio,Nome Salone,Cellulare,Rating,Data Invio,Risposta,Data Risposta,Tipo Risposta,Note,,Campagna,Strategia
EXP071,Sabaijai Thai Massage Catania,+393756116562,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP072,"L' UNIVERSO DEL RELAX,CENTRO ESTETICO-BENESSERE-MASSAGGI (Massaggi ed Estetica)",+393512480593,4.7,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP073,Be One - Massaggi ed Estetica Catania,+393472864022,4.8,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP001,"Infinity Relax, estetica e benessere",+393938188193,4.6,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP002,Eidoss Estetica Centro Estetico Catania,+393465309089,4.5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP003,Maika'i Grazia Monaco,+393388615355,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP004,Armonia Donna,+393493582474,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP005,Nails My Passion di Valentina A. Coco,+393494591007,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP006,Beauty Zone Agata Pellegrino,+393282944219,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP007,Oasi Del Benessere Centro Estetico Di Jenny Spinella,+393401894031,4.7,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP008,Reale Benessere centro commerciale Ciclope,+393514585161,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP009,Marilù Nails,+393341990161,4.7,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP010,NailSensation,+393279359213,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP011,L'Essenza del Benessere,+393285982218,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP012,Il tempio della bellezza di Chiara Bonfiglio,+393926964393,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP013,Lo Scrigno del Benessere,+393270440457,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP014,BeBeauty - Body Concept,+393456002854,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP015,CHARMESTÉ Di Ilenja Tropea,+393404237906,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP016,SISTERS BEAUTY LAB CENTRO ESTETICO di Barbara trovato,+393518558744,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP017,Centro Bioestetico “Ibiscus”,+393480047286,4.7,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP018,Alma estetica & dimagrimento,+393476933734,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP019,Beauty Shop Profumerie,+393485195900,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP020,LAGUSTA ACIREALE,+393290111919,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP021,Bellezza e Profumo,+393383939513,4.8,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP022,Chapeau Professional (articoli per parrucchieri ed estetiste),+393762488098,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP023,Fenice beauty,+393450926419,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP024,Salute e Benessere,+393501685776,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP025,Cosmo Beauty Di Angela Giusto,+393452853044,4.7,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP026,Un Mare Di Bellezza forniture,+393201739430,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP027,Mondo Belleza Ingrosso Cosmetici E Manicure,+393778408586,4.2,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP028,Charme - Hair studio,+393914586790,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP029,"“V M Luxury Style”, Parrucchiere Unisex Misterbianco Catania, Parrucchiere Donna, Parrucchiere Uomo, Barbiere, Barber Shop",+393486042394,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP030,Vale Guidotto,+393514215501,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP031,Aphrodite Il Tempio Della Bellezza Di Arbaci Angela,+393475825539,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP032,ESTE' CENTRO ESTETICO di Stefania Russo,+393486615030,4.7,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP033,CoralBeauty Estetica di Barbara Corallo,+393484660675,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP034,Centro Olistico Elements,+393517198216,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP035,Germana Beauty Nails,+393791525577,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP036,Bflow Beauty Concept - By Paola (Estetica e Pilates),+393491279176,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP037,VyBi Nails Belpasso di Viviana Barbagallo,+393791116894,4.2,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP038,Kelù Bellezza e Benessere,+393515045930,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP039,Beautyland by Barbara Ventura,+393513209300,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP040,MOVE AND BEAUTY,+393760660237,4.8,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP041,Centro Estetico Oasi del benessere,+393203068216,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP042,Angela Catania Estetic lab,+393454340584,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP043,GP Esthetique,+393389991118,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP044,Ambra Vicari Beauty Studio,+393927512661,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP045,GMG Centro Estetico,+393277729222,4.5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP046,MD S.p.A.,+393207189041,4.2,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP047,"Centro estetico ""Il Girasole Beauty Center""",+393315695387,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP048,You B You Nails by Erika Nortier,+393667253370,4.8,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP049,Zeropeli S. G. la Punta,+393206798068,4.7,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP050,Centro Benessere Essenza Specializzati con il Metodo Snellessenza Dimagrire Modellare Ringiovanendo in Salute e Relax,+393476045094,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP051,RELEI - Beauty Concept di Amanda D’Urso | Acne Specialist,+393401707542,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP052,Centro estetico - Estèsia Wellness&Beauty,+393515923959,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP053,Farma Estetica | Epilazione Laser | Trattamenti Viso - Corpo | Nutrizione,+393703315708,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP054,Evolush - Evoluzione Estetica,+393471857011,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP055,L'arte del Benessere,+393497191666,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP056,La Beautè Centro Estetico,+393934787808,4.8,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP057,Armonia Della Bellezza,+393516351963,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP058,Dream Nails - Estetica e Benessere,+393316159755,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP059,Centro Estetico Tipittu,+393491220219,4.6,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP060,BioEstetica bellezza e benessere,+393341944634,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP061,Cleb Beauty,+393403532811,4.6,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP062,Lakshmi Beauty's,+393925708809,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP063,Estetica & Benessere di Annalisa S.,+393283412479,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP064,Beauty Station,+393470273618,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP065,Centro estetico meraki,+393478932286,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP066,Afrodite Centro Bellezza E Benessere,+393474993754,4.3,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP067,Shine Parrucchieri di Davide Salamone,+393472105687,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP068,Styling barber estetica Uomo Donna,+393406346350,4.6,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP069,Urban Beauty Catania,+393519080951,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP070,Glance Nails Professional,+393451663178,5,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP071,Sabaijai Thai Massage Catania,+393756116562,4.9,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP072,"L' UNIVERSO DEL RELAX,CENTRO ESTETICO-BENESSERE-MASSAGGI (Massaggi ed Estetica)",+393512480593,4.7,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
EXP073,Be One - Massaggi ed Estetica Catania,+393472864022,4.8,2026-06-08 22:54,,,,,,Expansion Completa,Valore e Contesto
